file,lemma,roleset_id,roleset_name,role_n,role_f,role_descr
calve.xml,calve,calve.01,give birth to a calf,0,PAG,Mother cow
calve.xml,calve,calve.01,give birth to a calf,1,PPT,Baby calf
calve.xml,calve,calve.02,break away from a larger body,0,PAG,cause of sepatation
calve.xml,calve,calve.02,break away from a larger body,1,PPT,entity separating
calve.xml,calve,calve.02,break away from a larger body,2,DIR,"source, broken off of"
calve.xml,calve,calve.02,break away from a larger body,3,PRD,resulting state
camouflage.xml,camouflage,camouflage.01,"disguise, hide",0,PAG,"disguiser, agent"
camouflage.xml,camouflage,camouflage.01,"disguise, hide",1,PPT,thing disguised
camouflage.xml,camouflage,camouflage.01,"disguise, hide",2,PRD,secondary predication
camp.xml,camp_out,camp_out.01,to live in or as if in a camp,0,PPT,"camper, agent"
camp.xml,camp,camp.02,"camp (non-phrasal), lving temporarily in a tent",0,PPT,camper
camp.xml,camp,camp.02,"camp (non-phrasal), lving temporarily in a tent",1,LOC,location
campaign.xml,campaign,campaign.01,work towards a goal,0,PAG,campaigner
campaign.xml,campaign,campaign.01,work towards a goal,1,PPT,"cause, goal"
campaignmanage.xml,campaignmanage,campaignmanage.01,manage a campaign,0,PAG,campgaign manager
campaignmanage.xml,campaignmanage,campaignmanage.01,manage a campaign,1,PPT,benefactive
can.xml,can,can.01,put into tins,0,PAG,"canner, agent"
can.xml,can,can.01,put into tins,1,PPT,substance
can.xml,can,can.02,fire (metphorical extension of 'throw away'),0,PAG,employer
can.xml,can,can.02,fire (metphorical extension of 'throw away'),1,PPT,ex-employee (thing thrown away)
can.xml,can,can.02,fire (metphorical extension of 'throw away'),2,DIR,job
canalize.xml,canalize,canalize.101,"create/install/develop into canals, surgically or otherwise",0,PAG,"Agent, creator of canals"
canalize.xml,canalize,canalize.101,"create/install/develop into canals, surgically or otherwise",1,PPT,"Entity canals are created in, patient"
cancan.xml,cancan,cancan.01,cancan can you do the cancan?,0,PAG,Dancer
cancan.xml,cancan,cancan.01,cancan can you do the cancan?,1,PPT,"Body part made to dance, thing danced away/off"
cancel.xml,cancel,cancel.01,cause to be not valid,0,PAG,canceller
cancel.xml,cancel,cancel.01,cause to be not valid,1,PPT,cancelled
cancerize.xml,cancerize,cancerize.01,becoming cancerous,1,PPT,entity becoming cancerous
cancerize.xml,cancerous,cancerous.02,having cancer,1,PPT,cancerous entity
cancerize.xml,cancer,cancer.03,group of diseases involving abnormal cell growth,1,PPT,patient
cancerize.xml,cancer,cancer.03,group of diseases involving abnormal cell growth,2,LOC,primary organ
cancerize.xml,cancer,cancer.03,group of diseases involving abnormal cell growth,3,LOC,"specific part of organ, if in addition to ARG2"
cancerize.xml,cancer,cancer.03,group of diseases involving abnormal cell growth,4,LOC,"cell location/field (e.g., squamous cell; urothelium)"
candy.xml,candy,candy.01,coat with candy shell,0,PAG,"coater, agent"
candy.xml,candy,candy.01,coat with candy shell,1,PPT,thing now candy-coated
cane.xml,cane,cane.01,strike with cane,0,PAG,hitter
cane.xml,cane,cane.01,strike with cane,1,PPT,victim
cannulate.xml,cannulate,cannulate.01,"to use a cannula, insert a tube",0,PAG,"Agent, cannulator"
cannulate.xml,cannulate,cannulate.01,"to use a cannula, insert a tube",1,PPT,Entity tube or cannula is inserted into
canoe.xml,canoe,canoe.01,canoe,0,PAG,"agent, driver (transitive subject)"
canoe.xml,canoe,canoe.01,canoe,1,PPT,"thing moved (intranstive subject, transitive object)"
canoe.xml,canoe,canoe.01,canoe,2,LOC,"locations, or start point"
canoe.xml,canoe,canoe.01,canoe,3,LOC,destination
canonize.xml,canonize,canonize.01,actually officially declare to be a saint,0,PAG,entity declaring sainthood
canonize.xml,canonize,canonize.01,actually officially declare to be a saint,1,PPT,entity being sainted
canonize.xml,canonize,canonize.01,actually officially declare to be a saint,2,PRD,canonized as
canonize.xml,canonize,canonize.02,treat like a saint (metaphorically),0,PAG,glorifier
canonize.xml,canonize,canonize.02,treat like a saint (metaphorically),1,PPT,glorified
canonize.xml,canonize,canonize.02,treat like a saint (metaphorically),2,MNR,blessed with (gift)
cantankerous.xml,cantankerous,cantankerous.01,grumpy and quarrelsome,1,PPT,grump
canter.xml,canter,canter.01,go or ride at a canter,0,PAG,rider
canter.xml,canter,canter.01,go or ride at a canter,1,PPT,steed (entity actually running)
canvass.xml,canvass,canvass.01,to survey widely,0,PAG,"surveyor, agent"
canvass.xml,canvass,canvass.01,to survey widely,1,LOC,entity canvassed
cap.xml,cap,cap.01,put the top on,0,PAG,agent; one putting the top on
cap.xml,cap,cap.01,put the top on,1,GOL,thing topped
cap.xml,cap,cap.01,put the top on,2,PPT,top
cap.xml,cap,cap.01,put the top on,3,VSP,attribute of arg1 actually receiving a cap
cap.xml,cap,cap.02,bring to an end,0,PAG,"causer of ending, agent"
cap.xml,cap,cap.02,bring to an end,1,PPT,Thing ending
cap.xml,cap,cap.02,bring to an end,2,MNR,"Explicit instrument, thing ended with"
cap.xml,cap,cap.03,put a cap on,0,PAG,agent
cap.xml,cap,cap.03,put a cap on,1,GOL,thing capped
cap.xml,cap,cap.03,put a cap on,2,PRT,cap
cap.xml,cap,cap.03,put a cap on,3,DOM,apect of ARG1 being capped
capable.xml,capable,capable.01,capable,1,PAG,capable entity
capable.xml,capable,capable.01,capable,2,PPT,"skill, capable of/at what?"
capacitate.xml,capacitate,capacitate.01,make capable,0,PAG,causal agent
capacitate.xml,capacitate,capacitate.01,make capable,1,PPT,thing capacitated
capacitate.xml,capacitate,capacitate.01,make capable,2,MNR,instrument
capitalize.xml,capitalize,capitalize.01,provide with cash value,0,PAG,assigner
capitalize.xml,capitalize,capitalize.01,provide with cash value,1,PPT,assigned to
capitalize.xml,capitalize,capitalize.01,provide with cash value,2,PRD,value
capitalize.xml,capitalize,capitalize.02,take advantage of,0,PAG,exploiter
capitalize.xml,capitalize,capitalize.02,take advantage of,1,PPT,thing exploited
capitulate.xml,capitulate,capitulate.01,"give up, surrender",0,PAG,entity giving in
capitulate.xml,capitulate,capitulate.01,"give up, surrender",1,PPT,to whom/what
capsize.xml,capsize,capsize.01,"(ship or boat) to tip over or roll over   upside down, usually in water",0,PAG,causer of capsizing
capsize.xml,capsize,capsize.01,"(ship or boat) to tip over or roll over   upside down, usually in water",1,PPT,thing capsizing
captain.xml,captain,captain.01,to command or direct,0,PAG,"captain, agent"
captain.xml,captain,captain.01,to command or direct,1,GOL,entity directed
caption.xml,caption,caption.01,"add text to pictures, subtitle",0,PAG,captioner
caption.xml,caption,caption.01,"add text to pictures, subtitle",1,PPT,pictures
caption.xml,caption,caption.01,"add text to pictures, subtitle",2,PRD,text
captivate.xml,captivate,captivate.01,to attract or charm,0,PAG,Stimulus
captivate.xml,captivate,captivate.01,to attract or charm,1,PPT,experiencer
capture.xml,capture,capture.01,get,0,PAG,getter
capture.xml,capture,capture.01,get,1,PPT,thing gotten
caramelize.xml,caramelize,caramelize.01,to turn into caramel,0,PAG,causer of caramelization
caramelize.xml,caramelize,caramelize.01,to turn into caramel,1,PPT,entity caramelized
caramelize.xml,caramelize,caramelize.01,to turn into caramel,2,MNR,Instrument or Manner if separate from arg 0
caravan.xml,caravan,caravan.01,caravan,0,PAG,"agent, driver"
caravan.xml,caravan,caravan.01,caravan,1,PPT,thing moved
caravan.xml,caravan,caravan.01,caravan,2,LOC,"locations, or start point"
caravan.xml,caravan,caravan.01,caravan,3,LOC,destination
carbonify.xml,carbonify,carbonify.01,to make to convert to carbon,0,PAG,"Agent, cause of conversion"
carbonify.xml,carbonify,carbonify.01,to make to convert to carbon,1,PPT,entity now Carbon
carbonize.xml,carbonize,carbonize.01,to make to convert to carbon,0,PAG,"Agent, cause of conversion"
carbonize.xml,carbonize,carbonize.01,to make to convert to carbon,1,PPT,entity now Carbon
cardiac.xml,cardiac,cardiac.01,relating to the heart,1,PPT,cardiac entity
cardiovert.xml,cardiovert,cardiovert.01,"subject to a cardioversion, correcting cardiac arrythmia using electric current or medication",0,PAG,agent/ doctor
cardiovert.xml,cardiovert,cardiovert.01,"subject to a cardioversion, correcting cardiac arrythmia using electric current or medication",1,PPT,patient undergoing procedure
cardiovert.xml,cardiovert,cardiovert.01,"subject to a cardioversion, correcting cardiac arrythmia using electric current or medication",2,MNR,instrument
care.xml,care,care.01,"having an opinion, feeling tenderly/strongly for/about",0,PPT,"entity who has an opinion, cares"
care.xml,care,care.01,"having an opinion, feeling tenderly/strongly for/about",1,PAG,entity cared for/about
care.xml,care,care.02,liking/desiring/wanting,0,PPT,"liker, wanter"
care.xml,care,care.02,liking/desiring/wanting,1,PAG,what arg0 does or doesn't want/like (to do)
care.xml,care,care.03,"tending, taking care of",0,PAG,care-giver
care.xml,care,care.03,"tending, taking care of",1,PPT,"entity tended, taken care of"
care.xml,care,care.04,"being cautious, taking care to",0,PAG,cautious entity
care.xml,care,care.04,"being cautious, taking care to",1,PPT,thing treated/done carefully
careen.xml,careen,careen.01,to lurch or tilt,0,PAG,entity moving
careen.xml,careen,careen.01,to lurch or tilt,1,PPT,path
careless.xml,careless,careless.01,not careful,0,PAG,careless entity/action
careless.xml,careless,careless.01,not careful,1,PPT,with regards to what
caress.xml,caress,caress.01,stroke gently,0,PAG,caresser
caress.xml,caress,caress.01,stroke gently,1,PPT,caressed
caricature.xml,caricature,caricature.01,to produce a caricature of,0,PAG,caricaturist
caricature.xml,caricature,caricature.01,to produce a caricature of,1,PPT,entity caricatured
caricature.xml,caricature,caricature.01,to produce a caricature of,2,PRD,secondary predicate
carjack.xml,carjack,carjack.01,to commit theft of a vehicle   from its users,0,PAG,"carjacker, agent"
carjack.xml,carjack,carjack.01,to commit theft of a vehicle   from its users,1,PPT,"car, entity hijacked"
carjack.xml,carjack,carjack.01,to commit theft of a vehicle   from its users,2,DIR,"people, carjacked from"
carol.xml,carol,carol.01,sing,0,PAG,caroler
carol.xml,carol,carol.01,sing,1,PPT,song
carol.xml,carol,carol.01,sing,2,GOL,audience
carom.xml,carom,carom.01,carom,1,PPT,"entity moving, thing caroming"
carom.xml,carom,carom.01,carom,2,DIR,start point
carom.xml,carom,carom.01,carom,3,GOL,end point
carom.xml,carom,carom.01,carom,4,DIR,path
carouse.xml,carouse,carouse.01,"drunken, riotous merrymaking",0,PAG,first carouser
carouse.xml,carouse,carouse.01,"drunken, riotous merrymaking",1,PPT,"other party carousing, carousing with"
carp.xml,carp,carp.01,complain ineffectually,0,PAG,carper (carp?)
carp.xml,carp,carp.01,complain ineffectually,1,PPT,complaining at/about
carpet.xml,carpet,carpet.01,cover with shag,0,PAG,"coverer, agent"
carpet.xml,carpet,carpet.01,cover with shag,1,GOL,bare floor
carry.xml,carry,carry.01,"bring with, have",0,PAG,carrier
carry.xml,carry,carry.01,"bring with, have",1,PPT,thing carried
carry.xml,carry,carry.01,"bring with, have",2,MNR,instrument
carry.xml,carry,carry.01,"bring with, have",3,VSP,'with' reflecting back on arg0
carry.xml,carry,carry.01,"bring with, have",4,GOL,benefactive (predicted but not seen)
carry.xml,carry_on,carry_on.02,carry on: continue,0,PAG,continuer
carry.xml,carry_on,carry_on.02,carry on: continue,1,PPT,thing continuing
carry.xml,carry_on,carry_on.02,carry on: continue,2,COM,"comitative, thing kept together"
carry.xml,carry_on,carry_on.02,carry on: continue,3,PRD,attributive of arg1
carry.xml,carry_out,carry_out.03,carry out: implement,0,PAG,implementer
carry.xml,carry_out,carry_out.03,carry out: implement,1,PPT,thing implemented
carry.xml,carry_over,carry_over.04,carry over: continue,0,PAG,carrier
carry.xml,carry_over,carry_over.04,carry over: continue,1,PPT,thing continuing
carry.xml,carry_over,carry_over.04,carry over: continue,2,DIR,(from) whence?
carry.xml,carry_over,carry_over.04,carry over: continue,3,GOL,(to) whither?
carry.xml,carry_off,carry_off.05,carry off: accomplish,0,PAG,accomplisher
carry.xml,carry_off,carry_off.05,carry off: accomplish,1,PPT,deed
cart.xml,cart,cart.01,to convey in a car or truck,0,PAG,"conveyor, agent"
cart.xml,cart,cart.01,to convey in a car or truck,1,PPT,entity transported
cart.xml,cart_off,cart_off.02,to take away  in a car or truck,0,PAG,"transporter, agent"
cart.xml,cart_off,cart_off.02,to take away  in a car or truck,1,PPT,entity transported
cart.xml,cart_off,cart_off.02,to take away  in a car or truck,2,DIR,entity transported from
carve.xml,carve,carve.01,cut carefully,0,PAG,carver
carve.xml,carve,carve.01,cut carefully,1,PPT,thing carved
carve.xml,carve,carve.01,cut carefully,2,MNR,instrument
carve.xml,carve,carve.02,create by carving,0,PAG,builder
carve.xml,carve,carve.02,create by carving,1,PRD,construction
carve.xml,carve,carve.02,create by carving,2,VSP,"material, start state"
carve.xml,carve_out,carve_out.03,create variant,0,PAG,builder
carve.xml,carve_out,carve_out.03,create variant,1,PPT,construction
carve.xml,carve_out,carve_out.03,create variant,2,DIR,"material, start state"
carve.xml,carve_out,carve_out.03,create variant,3,GOL,benefactive
carve.xml,carve_out,carve_out.03,create variant,4,PRD,end state
cascade.xml,cascade,cascade.01,"fall like water, flow downwards",1,PPT,water-ish
case.xml,case,case.01,to put or enclose in a case,0,PAG,packer
case.xml,case,case.01,to put or enclose in a case,1,PPT,thing packed
case.xml,case,case.01,to put or enclose in a case,2,GOL,"case, location"
case.xml,case,case.02,"case the joint, observe covertly",0,PAG,Thief or spy
case.xml,case,case.02,"case the joint, observe covertly",1,PPT,Place being observed
case.xml,case,case.03,a formal argument/petition/big deal,0,PAG,authority making a case
case.xml,case,case.03,a formal argument/petition/big deal,1,PPT,the argument
case.xml,case,case.03,a formal argument/petition/big deal,2,GOL,against whom
case.xml,case,case.04,instance,1,PPT,"instance of, thing happenening or occuring, example"
case.xml,case,case.04,instance,2,VSP,category
cash.xml,cash,cash.01,turn a check into real money,0,PAG,casher
cash.xml,cash,cash.01,turn a check into real money,1,PPT,check
cash.xml,cash_in,cash_in.02,quit,0,PAG,quitter
cash.xml,cash_in,cash_in.02,quit,1,PPT,chips
cash.xml,cash_in,cash_in.03,take advantage of,0,PAG,taker of advantage
cash.xml,cash_in,cash_in.03,take advantage of,1,PPT,thing exploited
cassette.xml,cassette,cassette.01,put on a cassette,0,PAG,Cause of transfer to cassette
cassette.xml,cassette,cassette.01,put on a cassette,1,PPT,thing now on cassette
cast.xml,cast,cast.01,"throw outward, throw (dice, fishing lines, shadows)",0,PAG,thrower
cast.xml,cast,cast.01,"throw outward, throw (dice, fishing lines, shadows)",1,PPT,thing thrown
cast.xml,cast,cast.01,"throw outward, throw (dice, fishing lines, shadows)",2,GOL,destination
cast.xml,cast,cast.02,"name, assign a role",0,PAG,"namer, assigner of a role"
cast.xml,cast,cast.02,"name, assign a role",1,PPT,entity playing the role
cast.xml,cast,cast.02,"name, assign a role",2,PRD,role
cast.xml,cast,cast.03,make 3d reproductions from a mold,0,PAG,"foundry worker, agent"
cast.xml,cast,cast.03,make 3d reproductions from a mold,1,PRD,final product
cast.xml,cast,cast.03,make 3d reproductions from a mold,2,VSP,material used
cast.xml,cast,cast.04,bandage in plaster,0,PAG,doctor
cast.xml,cast,cast.04,bandage in plaster,1,PPT,"patient, bone set"
cast.xml,cast,cast.04,bandage in plaster,2,MNR,material used
castigate.xml,castigate,castigate.01,blame,0,PAG,assigner of blame
castigate.xml,castigate,castigate.01,blame,1,PPT,guilty party
castigate.xml,castigate,castigate.01,blame,2,PRD,crime
castle.xml,castle,castle.01,chess move,0,PAG,chess player
castrate.xml,castrate,castrate.01,make weak,0,PAG,causer of weakening
castrate.xml,castrate,castrate.01,make weak,1,PPT,thing weakened
castrate.xml,castrate,castrate.02,edit to change indelicate parts,0,PAG,editor
castrate.xml,castrate,castrate.02,edit to change indelicate parts,1,PPT,Thing edited
castrate.xml,castrate,castrate.03,literally remove overies or testicles.,0,PAG,Castrator
castrate.xml,castrate,castrate.03,literally remove overies or testicles.,1,PPT,Spayed/neutered entity
casual.xml,casual,casual.01,"everyday, non-formal, non-chalant",0,PAG,entity acting non-chalant
casual.xml,casual,casual.01,"everyday, non-formal, non-chalant",1,PPT,"everday, non-formal thing"
